_unit_id_,channel,trust,worker_id,country,region,city,emotion,tweet_id,tweet_body
314960604,clixsense,0.4541,18034918,IND,7,Delhi,Negative,83254916,Why has the weather sucked so bad lately? A hurricane isn't gonna stop me from getting my swag on.
314960605,clixsense,0.4541,18034918,IND,7,Delhi,Positive,84048462,Love this Iowa weather that goes from warm and sunny to rainy and lightening in less than 2 seconds:):):)
314960612,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,79195022,@mention fine bout to go this interview. How's the weather there???
314960613,clixsense,0.4541,18034918,IND,7,Delhi,Positive,84051249,Just seen this toyota commercial and im thinking why would a truck have to go thru almost 300 degrees?
314960616,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,84306933,"Oh, and I've been informed that I am Belle. Well, I am also, at times, Snow White."
314960621,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,83268730,What Produces Pippa's Perfect Posterior? Find out the Secret! Plus: New Pics Of Pippa Looking Hot In Tight Jeans: {link}
314960626,clixsense,0.4541,18034918,IND,7,Delhi,Negative,82851670,I also need to know why it's 65 degrees out right now. Stooooopppp.
314960629,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,80053045,#arenafootball @mention @mention {link} TD Storm off net!
314960630,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,84321176,"Sunny skies over by KC Library, Plaza branch. But ominous skies over Downtown KC. Sirens still ringing. {link}"
314960631,clixsense,0.4541,18034918,IND,7,Delhi,Negative,83257950,"Freezing, wet, and still looking at rocks @mention @mention"
314960633,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,79195148,Discovery Kids Climate Cubes Weather Information Station - $12.99 + S&H {link}
314960634,clixsense,0.4541,18034918,IND,7,Delhi,Negative,81170861,"Really, what is going on with this weather....Tent no tent......that is the question for all my brides right now......"
314960636,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,82850609,@mention congratulations sir! I will fight until I have more degrees than you. I shall not be defeated! One more week; can't wait. #Indy
314960637,clixsense,0.4541,18034918,IND,7,Delhi,Negative,84050868,"Me and katilyn chatting up the movie, walk outside.. OMG. Sprint to car. We don't like thunder storms. #mature"
314960640,clixsense,0.4541,18034918,IND,7,Delhi,Positive,82677093,"Rest of Tonight Partly cloudy until late night then becoming mostly clear. A 20 percent chance of showers and thunderstorms in the evening"
314960642,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,81177955,"It's on the windy side, but still in the 70's downtown #ColoradoSprings! Happy hour now until 6:00 pm at @mention"
314960648,clixsense,0.4541,18034918,IND,7,Delhi,Negative,84033718,72 degrees and sunny. Yeah it's  going to hell in a hat box
314960650,clixsense,0.4541,18034918,IND,7,Delhi,Positive,81178007,Mother's Day Sunshine  {link}
314960656,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,82680424,Severe Thunderstorm Warning for Lancaster County in PA until 7:30pm EDT. #pawx
314960666,clixsense,0.4541,18034918,IND,7,Delhi,Positive,81996415,"If tommorow is nice weather, that would be the first week all year with good weather every single day! &lt;3 it really is #spring"
314960669,clixsense,0.4541,18034918,IND,7,Delhi,Positive,79188733,"Y looky here...da window is open 6 inches! It finally getting warmer outside..maybe 60 degrees now..IT""S ABOUT TIME! #whereisspring?"
314960670,clixsense,0.4541,18034918,IND,7,Delhi,Negative,81172348,Omg it's so freaking freezing in this biiiiiiiiiitch!
314960672,clixsense,0.4541,18034918,IND,7,Delhi,Positive,82846065,NYC weather is so disrespectful this week
314960676,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,80050881,"RT @mention: Horses have 16 muscles in each ear, allowing them to rotate their ears 180 degrees."
314960681,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,84305417,A storm with quarter-sized hail is making the situation in Joplin even tougher {link}
314960683,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,82845937,Chef Gelman of The Driskill joins us for a beer pairing duel against Chef Rob Snow of Judges' Hill Restaurant!!... {link}
314960691,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,79185900,Special Weather Statement issued May 05 at 5:14PM CDT expiring May 05 at 6:15PM CDT by NWS Central Illinois... {link}
314960699,clixsense,0.4541,18034918,IND,7,Delhi,Negative,82680253,"Day 2 DC: On the subway heading to the museums, weather is perfect, body not so much. This weeks walking is starting to kick my ass."
314960700,clixsense,0.4541,18034918,IND,7,Delhi,Positive,82850303,Sunny day man #12 and #35
314960701,clixsense,0.4541,18034918,IND,7,Delhi,Negative,84307215,GM all looking at another rainy week don't let it make you weak!!
314960702,clixsense,0.4541,18034918,IND,7,Delhi,Positive,84319348,RT @mention: Beautiful weather brings every1 n their mama out SHEESH&lt;&lt; Tell one of dem moms to feed me!!
314960703,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,82850752,The Storm announce today that they have signed Tyler Thomas and Jeremy Bollinger to one-year deals.
314960704,clixsense,0.4541,18034918,IND,7,Delhi,Positive,81213652,"Updating a recipe for a summer soup, perfect for the hot weather"
314960706,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,83268278,MU softball opener delayed: Bad weather pushes DePaul-Indiana to 8:30 p.m. {link}
314960707,clixsense,0.4541,18034918,IND,7,Delhi,Positive,83268301,RT @mention: #Salute to @mention for going to show the kids love out in Tuscaloosa who were affected by the storm. {link}. ...
314960717,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,84051334,#WEATHER:  1:53 pm : 59.0F. Feels 58F. 30.06% Humidity. 6.9MPH West Wind.
314960719,clixsense,0.4541,18034918,IND,7,Delhi,Positive,81211518,"Hope everyone had a great weekend, I just LOVE Sundress weather!"
314960721,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,82838312,#WEATHER:  1:56 pm : 77.0F. Feels F. 29.96% Humidity. 11.5MPH South Wind.
314960727,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,82509276,@mention its not. 70 and sunny tomorrow.
314960733,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,83258553,RT @mention Why does Lindsay Lohan hate Christmas? She's been in & out of rehab for dashing through the snow...LMMFAO
314960734,clixsense,0.4541,18034918,IND,7,Delhi,Positive,82844981,ain't nothin like walkin out of a salon with a fresh cut and a lollipop on a beautiful sunny day. I love it.
314960735,clixsense,0.4541,18034918,IND,7,Delhi,Positive,81172077,"@mention haha, sunny down here!"
314960736,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,80057340,@mention old lady with hot pink feather extensions.. The reason i want mine out!  {link}
314960737,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,80059203,Partly Sunny Skies Show Up For Mother's Day - {link}
314960740,clixsense,0.4541,18034918,IND,7,Delhi,Negative,82847436,RT @mention: Georgia weather be pissin me off.
314960746,clixsense,0.4541,18034918,IND,7,Delhi,Positive,84306221,Last full week of school. Summertime sunshine #seeyousoon
314960747,clixsense,0.4541,18034918,IND,7,Delhi,Positive,84320252,#storm yeah? {link}/
314960748,clixsense,0.4541,18034918,IND,7,Delhi,Positive,82841713,"Greaaaat. So, the room i'm testing in, is freezing! Wtf. :/"
314960749,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,79189341,"RT @mention: Syria 'arrests scores' in Damascus suburb: Soldiers reportedly storm Saqba, making several arrests overnight, wh... http: ..."
314960754,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,81172424,"Activision Blizzard's quarterly profit, sales rise \n    (Reuters)\n: Reuters - NEW YORK (Reuters)- Activision ... {link}"
314960755,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,82839684,#WEATHER:  12:56 am: 56.0F. Feels 52F. 29.81% Humidity. 18.4MPH Southwest Wind.
314960756,clixsense,0.4541,18034918,IND,7,Delhi,Negative,84305604,@mention oh hot dayum. Lmao & locked out my house waiting for a key company to come lmao
314960757,clixsense,0.4541,18034918,IND,7,Delhi,Positive,84320716,RT @mention: The Graduate School to award more than 635 degrees:  {link}
314960760,clixsense,0.4541,18034918,IND,7,Delhi,Negative,80058003,The days half over and I still haven't seen my mother! Upside its 80 degrees outside :)
314960763,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,81174535,I'll take the lightening over the snow any day! Yay for thunderstorms!
314960765,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,81991717,#WEATHER:  3:56 pm : 64.0F. Feels F. 30.05% Humidity. 8.1MPH Northeast Wind.
314960768,clixsense,0.4541,18034918,IND,7,Delhi,Positive,81179473,i Had Great Mother's Day Weekend weather was very nice
314960769,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,84311142,"Help #Joplin-The Salvation Army providing emergency relief services.   Text the word ""Joplin"" to 80888 to make a $10 donation. #CNN weather"
314960772,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,83255916,It's windy here too. RT @mention: Rustling night | blows me away | clutching at straws | where cosmic winds | carry your scent #micropoetry
314960776,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,84047275,Gunmen storm Afghan government building {link}
314960777,clixsense,0.4541,18034918,IND,7,Delhi,Negative,82853084,"Freaking out about this final, and the library is so damn hot!"
314960779,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,84048364,Death by the Glass: A Sunny McCoskey Napa Valley Mystery (Sunny Mccloskey Napa Valley Mystery):  {link}
314960780,clixsense,0.4541,18034918,IND,7,Delhi,Positive,82675706,Enjoying the Midwest weather!
314960785,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,82847304,@mention We live out in the country (or the Boonies as we like to call it) so we see these things quite often as it starts to warm up.
314960788,clixsense,0.4541,18034918,IND,7,Delhi,Negative,81992417,it's too damn hot for the power to be out....
314960790,clixsense,0.4541,18034918,IND,7,Delhi,Positive,80058749,"Tatum, NM @ 12:00 PM: Temp:90F(H 91/L 55), Hum: 3&#x25;, DewPt:-1F, Wind: WSW at 18 G 28.0 mph, Rain:0.00 In. #weather"
314960792,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,84314399,"It's not storm damage or budget negotiations, but many Minnesota military families are facing hardships now too. {link}"
314960793,clixsense,0.4541,18034918,IND,7,Delhi,Negative,83256193,RT @mention: @mention I was hoping the colder weather would hasten their demise...I'm afraid it's only prolonged our inevitable d ...
314960794,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,84318849,@mention been chatting up a storm on #BlackberryMessenger with a bunch of cool MMA people
314960797,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,82675810,#WEATHER:  1:56 am : 66.0F. Feels F. 30.09% Humidity. 26.5MPH East Wind.
314960799,clixsense,0.4541,18034918,IND,7,Delhi,Negative,84313582,It's too hot out. Fuckin aye
314960800,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,84048241,10:00 and its 75 degrees...i'll take it
314960802,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,82516994,"13:42-Sky:  partly cloudy|Vis: 8mi -Temp: 83.1F-Hum: 66.0 %-Pres: 29.82""-24Hr Rain: 0.00""-Winds: N 3.1 MPH-Windchill: 87.9F #cltwx"
314960804,clixsense,0.4541,18034918,IND,7,Delhi,Positive,81176672,"RT @mention: It's getting warm in them thar hills.  Amador County Foothills/Shendoah Valley, Plymouth, CA...nice, sunny, warm,.. ..."
314960808,clixsense,0.4541,18034918,IND,7,Delhi,Negative,82837743,soooo its cold outside grrr -_-
314960809,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,81991664,It's Jus to hot outside to be sleepin n clothes
314960811,clixsense,0.4541,18034918,IND,7,Delhi,Positive,82837194,"Sunny weather for driving back to San Diego, spending the long Memorial Day weekend w/hubby in 10 days. What makes you smile today? :)"
314960812,clixsense,0.4541,18034918,IND,7,Delhi,Negative,82837247,cold in here cold outside
314960816,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,82851542,"Putting all utensil away, covering all mirrors/monitor/television, staying away from windows and hiding in the closet! A storm is coming BRB"
314960821,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,84051508,"Ashley and Storm were watching Old Boy. It's dubbed, unfortunately, but whatevs."
314960825,clixsense,0.4541,18034918,IND,7,Delhi,Positive,82846571,Shawdee keeps cummin in my office talkin bout hey sunshine. Um like wtf u want my cookies bitch?
314960826,clixsense,0.4541,18034918,IND,7,Delhi,Negative,81994871,Ain't shit going down n it's fucking hot outside
314960829,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,80053599,#WEATHER: 7:51 am E: 55.0F. Feels F. 30.01% Humidity. 3.5MPH Variable Wind.
314960831,clixsense,0.4541,18034918,IND,7,Delhi,Positive,79197023,RT @mention: Man having argument with girlfriend jumps off Sunshine Skyway Bridge and lives {link}
314960832,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,82676543,#WEATHER:  11:56 pm: 69.0F. Feels F. 29.69% Humidity. 5.8MPH South Wind.
314960840,clixsense,0.4541,18034918,IND,7,Delhi,Negative,82844287,RT @mention: I ffucked enough hoes now its time 2 count money cuz i'll be damn if dis summer be dark n sunny!!!
314960842,clixsense,0.4541,18034918,IND,7,Delhi,Positive,81212944,@mention I couldnt agree more. What's the temp?
314960843,clixsense,0.4541,18034918,IND,7,Delhi,Negative,79186651,WTH....VA with this damn bipolar ass weather....
314960846,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,84306829,The vent next to the toliet in the guest bathroom provides for a perfect doo doo temp. #shittertwits
314960848,clixsense,0.4541,18034918,IND,7,Delhi,Positive,82673786,"Going to the zoo today for the first time in ages, the weather is perfect. I might also eat a hamburger #dreambig"
314960854,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,79187199,I uploaded a @mention video {link} God's Snow (Original Song By Mark Gott)
314960856,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,84034749,@mention Hi Five! I love a bit of Snow Patrol! Have this band on now tho.  They are going to be HUGE.  {link}
314960860,clixsense,0.4541,18034918,IND,7,Delhi,Positive,81213046,Couldn't ask for better weather!
314960869,clixsense,0.4541,18034918,IND,7,Delhi,Positive,80054009,YW! RT @mention: Improving my tweet-ability - study time before hitting the sunshine.  Thank you @mention and  @mention for...
314960870,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,79189145,"Ran 6.69 kilometers in 31 mins and felt great. Amazing weather, good short run, minus the Propel drink I boug... {link}"
314960872,clixsense,0.4541,18034918,IND,7,Delhi,Positive,80056520,"Last night was AWESOME. - And the weather is beautiful. Good mood high for the rest of the weekend, which is... {link}"
314960879,clixsense,0.4541,18034918,IND,7,Delhi,Negative,82518284,"@mention So this weekend? 3 rainy days in a row and it's May Term you don't have to do anything for class, duh :p"
314960880,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,83256570,"Chilly - Chili, Chile, Chilli, Chily, Mirchi, Chilli Pepper, Aji, Paprika {link}"
314960882,clixsense,0.4541,18034918,IND,7,Delhi,Tweet not related to weather condition,82675510,Sen. Whisnant just said our state economist has gotten our budget income forecast wrong 14 out 16 times wrong. Makes me feel warm & fuzzy
314960883,clixsense,0.4541,18034918,IND,7,Delhi,Negative,84318040,Tomorrows 82 degrees ? thats what im fuckin talking abt ^_^ .
314960887,clixsense,0.4541,18034918,IND,7,Delhi,Positive,82673621,RT @mention: Lol yall crazy! RT @mention: out campn with @mention waitn on da new jays in da cold its #serious
314960889,clixsense,0.4541,18034918,IND,7,Delhi,Neutral / author is just sharing information,84318313,Its a million degrees
314960892,clixsense,0.4541,18034918,IND,7,Delhi,Negative,82840508,Good morning and HOLY HUMIDITY! This is the one thing about moving back east from Colorado that I didn't miss..my face hates it!
314960894,clixsense,0.4541,18034918,IND,7,Delhi,Positive,81176286,Such an awesome day out today. Gotta love sunny days.
314960897,clixsense,0.4541,18034918,IND,7,Delhi,Positive,84321254,These #ExtremeCouponing folk are a BLIZZARD person wanting DREAM! Just have the goodies!
314960904,clixsense,0.4541,18034918,IND,7,Delhi,Positive,82847369,"@mention I know what you mean! :) the day is going well,  we are finally having nice weather"
