person1	person2	label
a4a9d130-397b-44b2-942c-d9f6844e5411::span:3720:3730	a4a9d130-397b-44b2-942c-d9f6844e5411::span:3751:3763	-1
a7f07ea3-80e1-444a-9f53-12184e01c8af::span:208:216	a7f07ea3-80e1-444a-9f53-12184e01c8af::span:83:94	-1
6c6d42be-d5f6-4644-8221-2aaba726922c::span:904:911	6c6d42be-d5f6-4644-8221-2aaba726922c::span:842:846	-1
f34288b5-316c-467c-be60-d2afea34506b::span:2703:2708	f34288b5-316c-467c-be60-d2afea34506b::span:2771:2776	-1
c24931e6-be98-4056-ae2d-ab91fe5a2514::span:1096:1114	c24931e6-be98-4056-ae2d-ab91fe5a2514::span:852:863	-1
9c292efe-ae5c-411b-ba3d-4432d0ce40ec::span:1515:1531	9c292efe-ae5c-411b-ba3d-4432d0ce40ec::span:1537:1549	-1
2a23fb60-7d13-419e-abdd-de0d11934175::span:33145:33152	2a23fb60-7d13-419e-abdd-de0d11934175::span:33220:33226	-1
73f5411e-2b48-421f-8012-8f57d4a8a840::span:1510:1523	73f5411e-2b48-421f-8012-8f57d4a8a840::span:1526:1538	-1
f794d48b-6ba0-4d77-b656-16464b145070::span:907:917	f794d48b-6ba0-4d77-b656-16464b145070::span:874:886	-1
ff45fcf3-7460-4c03-9019-a3f08aab7e5b::span:12219:12223	ff45fcf3-7460-4c03-9019-a3f08aab7e5b::span:12245:12255	-1
4404a346-e7e9-4af3-bd3a-b4b71df72791::span:1363:1376	4404a346-e7e9-4af3-bd3a-b4b71df72791::span:1016:1020	-1
66b9f7e0-1642-45f4-b2fb-9d8b53541f8a::span:27:41	66b9f7e0-1642-45f4-b2fb-9d8b53541f8a::span:126:130	1
05ae8661-f643-4974-ab9b-93648737e1ad::span:262:273	05ae8661-f643-4974-ab9b-93648737e1ad::span:194:200	-1
ed9bd51d-be84-4259-a00d-e042b91adb19::span:1717:1727	ed9bd51d-be84-4259-a00d-e042b91adb19::span:1624:1629	-1
e87c20b0-2955-4d9a-9e6e-5b21ccff9de0::span:3915:3924	e87c20b0-2955-4d9a-9e6e-5b21ccff9de0::span:3880:3882	-1
0951b045-1466-477f-a148-351a982d9bc9::span:9283:9290	0951b045-1466-477f-a148-351a982d9bc9::span:9211:9221	-1
f6f25419-b62c-4bf6-ba9f-8e316254ef42::span:4797:4800	f6f25419-b62c-4bf6-ba9f-8e316254ef42::span:4569:4576	-1
bd72fb43-2c7d-4067-9e11-36a33623b855::span:860:866	bd72fb43-2c7d-4067-9e11-36a33623b855::span:872:876	-1
3df95f1d-f93d-4ab7-baec-b0d648a21d4b::span:4601:4606	3df95f1d-f93d-4ab7-baec-b0d648a21d4b::span:4556:4568	-1
aaf171b0-653b-44c4-b607-43ad1b2949d7::span:5252:5258	aaf171b0-653b-44c4-b607-43ad1b2949d7::span:5184:5190	-1
68733710-b710-4650-8623-17d0edf9f041::span:5621:5629	68733710-b710-4650-8623-17d0edf9f041::span:5660:5664	-1
9671e69e-8f19-49c9-aba5-b3a1e4900673::span:7360:7371	9671e69e-8f19-49c9-aba5-b3a1e4900673::span:7293:7306	-1
8e346686-4c92-4466-9228-ecdc8a1bfd4c::span:4070:4073	8e346686-4c92-4466-9228-ecdc8a1bfd4c::span:4038:4041	1
a95851bc-f0ce-464a-866e-d5e7ad33f037::span:292:305	a95851bc-f0ce-464a-866e-d5e7ad33f037::span:311:323	-1
eafdd3f1-6842-4451-bac7-10aef00066d6::span:3496:3507	eafdd3f1-6842-4451-bac7-10aef00066d6::span:3486:3491	-1
9bee5254-643c-47a8-8323-595e07f3e028::span:3507:3511	9bee5254-643c-47a8-8323-595e07f3e028::span:3547:3556	1
7fa7e0b1-d012-4f67-a826-bbe98857b510::span:1237:1250	7fa7e0b1-d012-4f67-a826-bbe98857b510::span:1301:1313	-1
b9458ba5-546c-4a38-99ae-5afa449ebc3d::span:288:304	b9458ba5-546c-4a38-99ae-5afa449ebc3d::span:0:12	-1
ecc62572-7889-40c6-baec-2b89ad78b87a::span:132:145	ecc62572-7889-40c6-baec-2b89ad78b87a::span:179:189	-1
98e7eab6-207e-408f-8a35-8bb91d4cf251::span:1786:1790	98e7eab6-207e-408f-8a35-8bb91d4cf251::span:1758:1771	-1
03a1e1a0-93c3-41a8-a905-a535ce8f2b09::span:3364:3377	03a1e1a0-93c3-41a8-a905-a535ce8f2b09::span:3442:3451	-1
e63dd42a-7592-4dcd-abfa-54f7abce8dcc::span:317:337	e63dd42a-7592-4dcd-abfa-54f7abce8dcc::span:263:281	-1
eee3ee14-5557-4726-a5bc-264cee5ce7e2::span:2242:2245	eee3ee14-5557-4726-a5bc-264cee5ce7e2::span:1989:2000	-1
b9033f64-a9b5-4d0d-acaa-2d61b1b16214::span:337:347	b9033f64-a9b5-4d0d-acaa-2d61b1b16214::span:401:412	-1
15c90098-9572-4745-8c7e-9dd717c8b6d5::span:152:161	15c90098-9572-4745-8c7e-9dd717c8b6d5::span:384:393	-1
dec2520c-06ba-4097-90a8-41b60a5e02f6::span:10271:10274	dec2520c-06ba-4097-90a8-41b60a5e02f6::span:10312:10315	-1
467879a1-18b3-4699-9de1-207bdb3c5f47::span:210:227	467879a1-18b3-4699-9de1-207bdb3c5f47::span:369:384	-1
d01e7e04-b84a-41c6-905c-23d3243de6ca::span:777:782	d01e7e04-b84a-41c6-905c-23d3243de6ca::span:766:771	-1
2dc0fe22-d423-4073-96b7-93d5220abdd2::span:26103:26118	2dc0fe22-d423-4073-96b7-93d5220abdd2::span:26020:26027	-1
5c999149-498f-4ffc-8272-af33e0e7e3e6::span:2185:2197	5c999149-498f-4ffc-8272-af33e0e7e3e6::span:2175:2180	-1
60df5407-9ecb-4d93-9fe3-40fdac178658::span:4168:4177	60df5407-9ecb-4d93-9fe3-40fdac178658::span:4052:4065	-1
5f644a92-f3aa-4708-902d-2e1accfe484a::span:10166:10173	5f644a92-f3aa-4708-902d-2e1accfe484a::span:10226:10236	-1
f725d84c-2fe5-454d-8311-c3058e13a29b::span:2484:2494	f725d84c-2fe5-454d-8311-c3058e13a29b::span:2470:2474	-1
cb6f3fbd-2b90-41fd-bf23-64fd7cf87a16::span:5246:5258	cb6f3fbd-2b90-41fd-bf23-64fd7cf87a16::span:5261:5268	-1
ffc28d40-c6f8-49d0-9758-b94eaf56f61e::span:1455:1461	ffc28d40-c6f8-49d0-9758-b94eaf56f61e::span:1237:1244	-1
c2d6f131-39eb-4b5e-a7ae-db6f7200d4d8::span:413:426	c2d6f131-39eb-4b5e-a7ae-db6f7200d4d8::span:56:59	-1
d567cabb-a65f-426f-a283-a7008e00a75e::span:10778:10782	d567cabb-a65f-426f-a283-a7008e00a75e::span:10841:10851	-1
2a5617e6-4b07-4dcd-93b2-9a42c3a16159::span:95:106	2a5617e6-4b07-4dcd-93b2-9a42c3a16159::span:65:76	-1
7ca9a123-1657-4048-80bd-4e739c703c91::span:4132:4137	7ca9a123-1657-4048-80bd-4e739c703c91::span:4115:4123	-1
006240a3-b254-4920-a1a1-35f54898a5ec::span:1843:1849	006240a3-b254-4920-a1a1-35f54898a5ec::span:1755:1759	-1
a25ed3c6-609e-4a99-b2fe-5a96f85c528a::span:3098:3109	a25ed3c6-609e-4a99-b2fe-5a96f85c528a::span:3063:3076	-1
cf11cad6-7575-4d29-8671-c9b7ab745801::span:50:54	cf11cad6-7575-4d29-8671-c9b7ab745801::span:0:10	-1
7aa44fb5-7ed1-4012-844f-b74738c17431::span:330:337	7aa44fb5-7ed1-4012-844f-b74738c17431::span:278:280	-1
57cda7e5-12eb-4a29-b44c-af6092284fae::span:5178:5185	57cda7e5-12eb-4a29-b44c-af6092284fae::span:5135:5141	-1
b015b4a2-ecfc-4ca2-8a9c-8ad477548f0d::span:3544:3561	b015b4a2-ecfc-4ca2-8a9c-8ad477548f0d::span:3285:3287	-1
cb6f3fbd-2b90-41fd-bf23-64fd7cf87a16::span:4426:4430	cb6f3fbd-2b90-41fd-bf23-64fd7cf87a16::span:4386:4396	-1
197ed254-ef26-4e4f-9b1b-8166110202d4::span:4023:4038	197ed254-ef26-4e4f-9b1b-8166110202d4::span:4102:4106	-1
3982c852-c844-47fa-98a3-ffa4c52a9c67::span:2853:2864	3982c852-c844-47fa-98a3-ffa4c52a9c67::span:2866:2874	-1
f6f25419-b62c-4bf6-ba9f-8e316254ef42::span:856:860	f6f25419-b62c-4bf6-ba9f-8e316254ef42::span:714:718	-1
f3f67eec-39a9-4e68-b3ff-8a7ed7b07578::span:5893:5895	f3f67eec-39a9-4e68-b3ff-8a7ed7b07578::span:5970:5979	-1
f98299c3-6d75-4144-89f0-8fb034f9a008::span:6637:6646	f98299c3-6d75-4144-89f0-8fb034f9a008::span:6556:6562	-1
ac5da99e-ef40-4a95-a8de-538c3f09b9ad::span:53:66	ac5da99e-ef40-4a95-a8de-538c3f09b9ad::span:329:342	-1
acd56ef1-89cb-43c4-aa18-7da514d65372::span:591:600	acd56ef1-89cb-43c4-aa18-7da514d65372::span:584:588	-1
b015b4a2-ecfc-4ca2-8a9c-8ad477548f0d::span:2925:2940	b015b4a2-ecfc-4ca2-8a9c-8ad477548f0d::span:3036:3044	-1
0fce0a18-33b8-4def-8a0e-05150d7ba030::span:14432:14440	0fce0a18-33b8-4def-8a0e-05150d7ba030::span:14735:14737	-1
8890e07b-41be-401e-b302-2cdcfb0b3889::span:3938:3942	8890e07b-41be-401e-b302-2cdcfb0b3889::span:3553:3564	-1
b7a4884d-a926-45b8-a95e-15e1de5c9130::span:971:980	b7a4884d-a926-45b8-a95e-15e1de5c9130::span:869:873	-1
201b0f0e-8319-4b33-b465-39c6fe5f13b3::span:12027:12034	201b0f0e-8319-4b33-b465-39c6fe5f13b3::span:12110:12125	-1
dd3f7f97-6acf-48e0-9645-0eb8881b9b6a::span:2402:2411	dd3f7f97-6acf-48e0-9645-0eb8881b9b6a::span:2571:2581	-1
9ad5c343-b7c9-4c14-b56a-9c10f0dbaf8d::span:4031:4036	9ad5c343-b7c9-4c14-b56a-9c10f0dbaf8d::span:3884:3889	-1
7f9e1bf2-fba9-4ca5-91c8-5960287c2c09::span:6160:6171	7f9e1bf2-fba9-4ca5-91c8-5960287c2c09::span:5995:6000	-1
f894a111-2d51-4b44-a4fc-4b41664f551c::span:283:288	f894a111-2d51-4b44-a4fc-4b41664f551c::span:185:199	-1
19917cd3-ce70-4777-ba59-ca42a43612d1::span:12139:12159	19917cd3-ce70-4777-ba59-ca42a43612d1::span:12180:12192	-1
b6aa0e8c-f0a6-480b-85bd-d89c1a46248a::span:1568:1585	b6aa0e8c-f0a6-480b-85bd-d89c1a46248a::span:1511:1522	-1
0eb9c129-2500-46d0-a266-d7468a707723::span:1553:1560	0eb9c129-2500-46d0-a266-d7468a707723::span:1569:1572	-1
86129b2b-1eb3-4ce8-9315-bfe8328633ec::span:55:65	86129b2b-1eb3-4ce8-9315-bfe8328633ec::span:121:131	1
0dcb9fee-54e7-45e8-aeed-5aec7643e898::span:57:66	0dcb9fee-54e7-45e8-aeed-5aec7643e898::span:130:140	-1
8d3ccebf-090a-4cf3-a25a-a0f8bfb7c213::span:162:174	8d3ccebf-090a-4cf3-a25a-a0f8bfb7c213::span:89:95	-1
420ece3c-b000-4e57-8155-3c0108db09bc::span:3049:3055	420ece3c-b000-4e57-8155-3c0108db09bc::span:3156:3169	-1
3dc9c69c-3e30-4711-ac8b-7bc2c8d928bf::span:1321:1329	3dc9c69c-3e30-4711-ac8b-7bc2c8d928bf::span:939:943	-1
768f241b-786d-475e-a55c-9683ecdeeb86::span:7732:7733	768f241b-786d-475e-a55c-9683ecdeeb86::span:7824:7836	-1
f3482b36-3529-4f7c-84d1-b26858f1c1df::span:4140:4149	f3482b36-3529-4f7c-84d1-b26858f1c1df::span:4227:4237	-1
38e0da50-c803-4982-aae3-f2259c81efc7::span:3129:3141	38e0da50-c803-4982-aae3-f2259c81efc7::span:3147:3157	-1
f398d098-fe98-449d-81be-aaa71f80b82a::span:3919:3929	f398d098-fe98-449d-81be-aaa71f80b82a::span:3901:3913	-1
2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:4252:4260	2d8e35e7-22b7-48d5-9c07-46dd09f04e44::span:4141:4156	-1
455f683e-5fc8-4743-b409-d754ee123dc6::span:4936:4946	455f683e-5fc8-4743-b409-d754ee123dc6::span:4904:4917	-1
292069d7-ba8e-43da-b3c2-81488b552239::span:4257:4260	292069d7-ba8e-43da-b3c2-81488b552239::span:4171:4179	-1
93c1c7a8-9e5a-4ee6-ae13-e22b2d6c2be2::span:507:513	93c1c7a8-9e5a-4ee6-ae13-e22b2d6c2be2::span:392:402	-1
1e0b11c9-8f7a-4dee-8b20-9e80bf5a57f1::span:417:430	1e0b11c9-8f7a-4dee-8b20-9e80bf5a57f1::span:345:355	-1
3a8889d7-b863-402b-b064-21618fef5359::span:1240:1242	3a8889d7-b863-402b-b064-21618fef5359::span:1320:1323	-1
66b9f7e0-1642-45f4-b2fb-9d8b53541f8a::span:234:246	66b9f7e0-1642-45f4-b2fb-9d8b53541f8a::span:189:200	-1
c76c5a5a-12a8-4fdc-bc74-0a8e12e58dd2::span:1464:1466	c76c5a5a-12a8-4fdc-bc74-0a8e12e58dd2::span:1469:1477	-1
2600ffbc-dc1d-4baf-8e86-d10f33b2dd11::span:3350:3355	2600ffbc-dc1d-4baf-8e86-d10f33b2dd11::span:3405:3409	-1
881dc5e8-22ea-4899-b2c3-f7e5f9d60066::span:0:16	881dc5e8-22ea-4899-b2c3-f7e5f9d60066::span:138:141	-1
78ce030e-4de6-47aa-b86a-40f20bf92913::span:223:236	78ce030e-4de6-47aa-b86a-40f20bf92913::span:23:36	-1
73b925ca-1558-4f35-a1e0-3d7c3ba84bb9::span:7693:7706	73b925ca-1558-4f35-a1e0-3d7c3ba84bb9::span:7607:7618	-1
75a529c4-b30b-4c2f-a7e6-649d7251333c::span:2784:2790	75a529c4-b30b-4c2f-a7e6-649d7251333c::span:2840:2850	1
a05cceb1-768b-474f-9230-2e7a3e93fe35::span:3188:3192	a05cceb1-768b-474f-9230-2e7a3e93fe35::span:3270:3274	-1
cb082f37-3ea8-4867-84ec-8889ffbb8346::span:2265:2268	cb082f37-3ea8-4867-84ec-8889ffbb8346::span:2371:2383	-1
420ece3c-b000-4e57-8155-3c0108db09bc::span:4288:4302	420ece3c-b000-4e57-8155-3c0108db09bc::span:4272:4278	-1
f610c158-a0d7-48b5-803a-c5c7acf03eae::span:923:932	f610c158-a0d7-48b5-803a-c5c7acf03eae::span:794:798	-1
465f6211-9aa6-446e-a0ea-b516e49fb528::span:5578:5581	465f6211-9aa6-446e-a0ea-b516e49fb528::span:5152:5154	-1
b63638ba-7357-4e16-b104-2ab78b165f88::span:1628:1631	b63638ba-7357-4e16-b104-2ab78b165f88::span:1379:1402	-1
c634ae1c-c1c6-44e8-ac44-0beb3879bc34::span:1600:1605	c634ae1c-c1c6-44e8-ac44-0beb3879bc34::span:1586:1597	-1
e3cb501b-cd59-4fb7-b80a-26a0c50af7ef::span:1482:1487	e3cb501b-cd59-4fb7-b80a-26a0c50af7ef::span:1470:1476	-1
9d6defc1-292c-4e90-b8d5-2702c087da67::span:5304:5325	9d6defc1-292c-4e90-b8d5-2702c087da67::span:5118:5129	-1
f9f0dbf1-274d-4afb-ba2e-c5ccf0f00f3c::span:472:488	f9f0dbf1-274d-4afb-ba2e-c5ccf0f00f3c::span:535:541	-1
e971d410-0af4-4c99-bb96-fb3af179e0c0::span:662:668	e971d410-0af4-4c99-bb96-fb3af179e0c0::span:693:703	-1
a5a6ea00-8218-4a6f-8f18-6e510898efa3::span:1339:1349	a5a6ea00-8218-4a6f-8f18-6e510898efa3::span:1428:1430	-1
fac9c94b-21bc-4a97-a61c-9a46154e49c2::span:3212:3215	fac9c94b-21bc-4a97-a61c-9a46154e49c2::span:3041:3046	-1
108a844e-cbcc-41c7-8d97-29f2296b39da::span:1215:1218	108a844e-cbcc-41c7-8d97-29f2296b39da::span:1223:1241	-1
9afce3e1-b303-4a95-bab7-7bd56dbe6059::span:6164:6166	9afce3e1-b303-4a95-bab7-7bd56dbe6059::span:6297:6299	-1
056b1358-75fe-4c52-b198-05daf13f096b::span:22439:22445	056b1358-75fe-4c52-b198-05daf13f096b::span:22411:22426	-1
a7524a4e-351b-4528-b569-01adf5c6d058::span:828:832	a7524a4e-351b-4528-b569-01adf5c6d058::span:865:871	-1
1c610f06-83b8-412b-899f-7cff6df88468::span:4306:4320	1c610f06-83b8-412b-899f-7cff6df88468::span:4280:4285	-1
6bdbb3bb-9658-48f1-812d-ce56cc94dbfe::span:3645:3652	6bdbb3bb-9658-48f1-812d-ce56cc94dbfe::span:3614:3630	-1
695afdf1-34d6-434a-92bd-18c425195a1e::span:1211:1219	695afdf1-34d6-434a-92bd-18c425195a1e::span:1083:1093	-1
1a4511bf-0e63-4743-9e33-603cd4067acb::span:437:440	1a4511bf-0e63-4743-9e33-603cd4067acb::span:13:17	-1
