person1	person2	label
a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:2540:2545	a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:2522:2534	-1
a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:2609:2621	a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:2522:2534	-1
a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:2391:2395	a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:2413:2418	-1
a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:2031:2038	a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:1995:2006	-1
eea50da5-c5ef-4e37-8d9b-db7942c1b7fd::span:1821:1828	eea50da5-c5ef-4e37-8d9b-db7942c1b7fd::span:1795:1809	-1
eea50da5-c5ef-4e37-8d9b-db7942c1b7fd::span:1821:1828	eea50da5-c5ef-4e37-8d9b-db7942c1b7fd::span:1743:1759	-1
eea50da5-c5ef-4e37-8d9b-db7942c1b7fd::span:1795:1809	eea50da5-c5ef-4e37-8d9b-db7942c1b7fd::span:1743:1759	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4153:4164	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4035:4040	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4153:4164	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:3978:3992	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4153:4164	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:3972:3975	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4035:4040	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:3978:3992	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4035:4040	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:3972:3975	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:3978:3992	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:3972:3975	-1
8914672b-8d38-49f2-8fd4-e2eeb04ef31a::span:1538:1551	8914672b-8d38-49f2-8fd4-e2eeb04ef31a::span:1405:1412	-1
3dd4aec5-dde3-461d-b6a4-9e57e39c9d05::span:771:779	3dd4aec5-dde3-461d-b6a4-9e57e39c9d05::span:788:794	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:3921:3926	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:3889:3892	-1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:1029:1035	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:1061:1069	-1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:1422:1438	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:1396:1400	-1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:686:695	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:659:676	-1
2841ea9b-9e7a-4d40-b55c-7745035dfdf8::span:5742:5747	2841ea9b-9e7a-4d40-b55c-7745035dfdf8::span:5805:5808	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:1822:1842	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:1872:1886	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:836:840	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:868:873	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:836:840	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:800:814	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:868:873	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:800:814	-1
5c525cf3-85ce-4d55-9fca-f90633491b3c::span:52:67	5c525cf3-85ce-4d55-9fca-f90633491b3c::span:28:35	-1
773a6be0-7588-4ef6-b0ce-90a651e63464::span:6336:6349	773a6be0-7588-4ef6-b0ce-90a651e63464::span:6194:6206	-1
773a6be0-7588-4ef6-b0ce-90a651e63464::span:6336:6349	773a6be0-7588-4ef6-b0ce-90a651e63464::span:6475:6486	-1
773a6be0-7588-4ef6-b0ce-90a651e63464::span:6194:6206	773a6be0-7588-4ef6-b0ce-90a651e63464::span:6475:6486	-1
19bc3777-94a7-4d86-903c-94504c7420df::span:4622:4632	19bc3777-94a7-4d86-903c-94504c7420df::span:4565:4575	-1
8b0335c1-78a4-437a-a2d4-a79b1f1af9d8::span:583:589	8b0335c1-78a4-437a-a2d4-a79b1f1af9d8::span:556:562	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5648:5657	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5789:5798	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5648:5657	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5633:5642	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5789:5798	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5633:5642	-1
8914672b-8d38-49f2-8fd4-e2eeb04ef31a::span:1330:1343	8914672b-8d38-49f2-8fd4-e2eeb04ef31a::span:1311:1324	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5548:5552	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5524:5530	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5477:5481	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5419:5425	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5002:5011	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5064:5068	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5002:5011	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5021:5031	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5064:5068	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:5021:5031	-1
b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:13248:13258	b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:13227:13242	-1
c84322c1-aa3b-4429-99d0-12cb3413804b::span:2242:2245	c84322c1-aa3b-4429-99d0-12cb3413804b::span:2146:2150	-1
c84322c1-aa3b-4429-99d0-12cb3413804b::span:1994:1998	c84322c1-aa3b-4429-99d0-12cb3413804b::span:1948:1959	-1
c84322c1-aa3b-4429-99d0-12cb3413804b::span:1713:1722	c84322c1-aa3b-4429-99d0-12cb3413804b::span:1796:1807	1
c84322c1-aa3b-4429-99d0-12cb3413804b::span:1713:1722	c84322c1-aa3b-4429-99d0-12cb3413804b::span:1746:1750	-1
c84322c1-aa3b-4429-99d0-12cb3413804b::span:1796:1807	c84322c1-aa3b-4429-99d0-12cb3413804b::span:1746:1750	-1
b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:11619:11623	b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:11404:11408	-1
b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:10872:10885	b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:10817:10830	-1
2841ea9b-9e7a-4d40-b55c-7745035dfdf8::span:6175:6178	2841ea9b-9e7a-4d40-b55c-7745035dfdf8::span:6035:6046	-1
b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:11134:11141	b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:11148:11152	-1
b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:11134:11141	b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:11190:11201	-1
b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:11148:11152	b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:11190:11201	-1
b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:9939:9951	b12f0805-57dc-47ce-adbe-a7f09ec4fcbb::span:9957:9968	-1
295fcce8-3adf-4abb-9bc3-5ac4e054a07d::span:1751:1758	295fcce8-3adf-4abb-9bc3-5ac4e054a07d::span:1707:1716	-1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2010:2018	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2055:2057	1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2010:2018	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:1978:1997	-1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2010:2018	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2015:2025	-1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2010:2018	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2028:2036	-1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2055:2057	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:1978:1997	-1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2055:2057	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2015:2025	1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2055:2057	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2028:2036	1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:1978:1997	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2015:2025	-1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:1978:1997	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2028:2036	-1
9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2015:2025	9e74613b-5d0f-479b-b981-c32f6e6a0f0f::span:2028:2036	-1
8b1af6c6-4674-45a0-b806-1ec9bb6a2336::span:5327:5338	8b1af6c6-4674-45a0-b806-1ec9bb6a2336::span:5295:5304	-1
8b1af6c6-4674-45a0-b806-1ec9bb6a2336::span:5327:5338	8b1af6c6-4674-45a0-b806-1ec9bb6a2336::span:5344:5360	-1
8b1af6c6-4674-45a0-b806-1ec9bb6a2336::span:5295:5304	8b1af6c6-4674-45a0-b806-1ec9bb6a2336::span:5344:5360	-1
2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:6544:6555	2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:6578:6580	-1
a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:1047:1059	a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:1024:1031	-1
2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:5533:5548	2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:5575:5580	-1
a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:310:323	a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:328:339	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:2526:2531	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:2483:2489	-1
2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:5750:5761	2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:5789:5798	-1
2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:3512:3520	2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:3432:3438	-1
2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:2887:2896	2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:2923:2927	-1
2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:4499:4504	2a804a4e-ddf1-41a6-ad42-816a9c68f8fb::span:4452:4465	-1
f49af9ca-609a-4bdf-baf8-d8ddd6dd4628::span:959:962	f49af9ca-609a-4bdf-baf8-d8ddd6dd4628::span:947:953	-1
3ddfa461-a842-4255-a006-8ea82da1428b::span:580:593	3ddfa461-a842-4255-a006-8ea82da1428b::span:620:633	-1
f49af9ca-609a-4bdf-baf8-d8ddd6dd4628::span:768:785	f49af9ca-609a-4bdf-baf8-d8ddd6dd4628::span:734:747	-1
f49af9ca-609a-4bdf-baf8-d8ddd6dd4628::span:471:482	f49af9ca-609a-4bdf-baf8-d8ddd6dd4628::span:374:389	-1
f49af9ca-609a-4bdf-baf8-d8ddd6dd4628::span:471:482	f49af9ca-609a-4bdf-baf8-d8ddd6dd4628::span:404:417	-1
f49af9ca-609a-4bdf-baf8-d8ddd6dd4628::span:374:389	f49af9ca-609a-4bdf-baf8-d8ddd6dd4628::span:404:417	-1
c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:2988:2996	c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:2891:2903	-1
c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:2988:2996	c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:2960:2972	-1
c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:2891:2903	c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:2960:2972	-1
10af65a5-41a3-49e3-964c-8fa98370ee39::span:1378:1384	10af65a5-41a3-49e3-964c-8fa98370ee39::span:1261:1263	-1
10af65a5-41a3-49e3-964c-8fa98370ee39::span:2655:2661	10af65a5-41a3-49e3-964c-8fa98370ee39::span:2636:2651	-1
d2589e20-bd42-4e20-a8c0-9684cda04f30::span:1478:1482	d2589e20-bd42-4e20-a8c0-9684cda04f30::span:1456:1459	-1
3ddfa461-a842-4255-a006-8ea82da1428b::span:20:32	3ddfa461-a842-4255-a006-8ea82da1428b::span:63:73	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:3998:4004	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:4135:4139	-1
5530e6a9-2f90-4f5b-bd1b-2d921ef694ef::span:381:384	5530e6a9-2f90-4f5b-bd1b-2d921ef694ef::span:390:395	-1
5530e6a9-2f90-4f5b-bd1b-2d921ef694ef::span:177:187	5530e6a9-2f90-4f5b-bd1b-2d921ef694ef::span:216:221	1
d2589e20-bd42-4e20-a8c0-9684cda04f30::span:1104:1118	d2589e20-bd42-4e20-a8c0-9684cda04f30::span:1121:1130	-1
6f61a7ed-7a37-446f-b577-f6fd5b81dc81::span:1062:1077	6f61a7ed-7a37-446f-b577-f6fd5b81dc81::span:1030:1048	-1
8b1af6c6-4674-45a0-b806-1ec9bb6a2336::span:1707:1718	8b1af6c6-4674-45a0-b806-1ec9bb6a2336::span:1628:1638	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:8:18	a5f782bc-46ae-4975-865f-cf950e768191::span:0:10	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:8:18	a5f782bc-46ae-4975-865f-cf950e768191::span:7:12	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:8:18	a5f782bc-46ae-4975-865f-cf950e768191::span:74:83	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:0:10	a5f782bc-46ae-4975-865f-cf950e768191::span:7:12	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:0:10	a5f782bc-46ae-4975-865f-cf950e768191::span:74:83	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:7:12	a5f782bc-46ae-4975-865f-cf950e768191::span:74:83	-1
f115db03-0dd2-4ad3-af66-4740c6aafddb::span:393:405	f115db03-0dd2-4ad3-af66-4740c6aafddb::span:228:236	-1
f115db03-0dd2-4ad3-af66-4740c6aafddb::span:393:405	f115db03-0dd2-4ad3-af66-4740c6aafddb::span:318:330	-1
f115db03-0dd2-4ad3-af66-4740c6aafddb::span:393:405	f115db03-0dd2-4ad3-af66-4740c6aafddb::span:377:387	-1
f115db03-0dd2-4ad3-af66-4740c6aafddb::span:228:236	f115db03-0dd2-4ad3-af66-4740c6aafddb::span:318:330	-1
f115db03-0dd2-4ad3-af66-4740c6aafddb::span:228:236	f115db03-0dd2-4ad3-af66-4740c6aafddb::span:377:387	-1
f115db03-0dd2-4ad3-af66-4740c6aafddb::span:318:330	f115db03-0dd2-4ad3-af66-4740c6aafddb::span:377:387	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:217:219	a5f782bc-46ae-4975-865f-cf950e768191::span:192:201	-1
c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:4236:4246	c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:4215:4230	-1
c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:4236:4246	c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:4057:4069	-1
c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:4215:4230	c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:4057:4069	-1
c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:3786:3794	c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:3664:3669	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:137:142	a5f782bc-46ae-4975-865f-cf950e768191::span:148:156	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:137:142	a5f782bc-46ae-4975-865f-cf950e768191::span:166:171	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:137:142	a5f782bc-46ae-4975-865f-cf950e768191::span:159:163	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:148:156	a5f782bc-46ae-4975-865f-cf950e768191::span:166:171	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:148:156	a5f782bc-46ae-4975-865f-cf950e768191::span:159:163	-1
a5f782bc-46ae-4975-865f-cf950e768191::span:166:171	a5f782bc-46ae-4975-865f-cf950e768191::span:159:163	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1874:1878	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:2024:2033	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1671:1675	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1816:1822	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1671:1675	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1688:1694	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1671:1675	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1846:1860	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1816:1822	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1688:1694	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1816:1822	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1846:1860	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1688:1694	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:1846:1860	-1
64f6cead-ac39-4ab1-894c-496407ea0081::span:2316:2320	64f6cead-ac39-4ab1-894c-496407ea0081::span:2332:2336	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:3090:3096	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:3115:3121	-1
19bc3777-94a7-4d86-903c-94504c7420df::span:4500:4511	19bc3777-94a7-4d86-903c-94504c7420df::span:4439:4445	-1
19bc3777-94a7-4d86-903c-94504c7420df::span:3335:3345	19bc3777-94a7-4d86-903c-94504c7420df::span:3306:3312	1
c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:1606:1616	c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:1638:1652	-1
c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:1606:1616	c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:1588:1600	-1
c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:1638:1652	c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:1588:1600	-1
c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:573:583	c7dfcf6e-76ce-477c-ab9c-f2b64c7709c8::span:597:602	-1
5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:4282:4293	5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:4216:4227	-1
5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:4282:4293	5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:4187:4201	-1
5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:4216:4227	5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:4187:4201	-1
2841ea9b-9e7a-4d40-b55c-7745035dfdf8::span:769:785	2841ea9b-9e7a-4d40-b55c-7745035dfdf8::span:866:869	-1
5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:2427:2438	5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:2455:2470	-1
5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:2525:2536	5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:2542:2548	-1
5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:2275:2286	5bb17a4c-94b9-49bb-815d-2c8c55570bb8::span:2222:2234	-1
19bc3777-94a7-4d86-903c-94504c7420df::span:0:12	19bc3777-94a7-4d86-903c-94504c7420df::span:45:51	-1
a9e0f535-9870-4a7c-a314-f9f00153b09f::span:289:296	a9e0f535-9870-4a7c-a314-f9f00153b09f::span:252:258	-1
a9e0f535-9870-4a7c-a314-f9f00153b09f::span:289:296	a9e0f535-9870-4a7c-a314-f9f00153b09f::span:308:315	-1
a9e0f535-9870-4a7c-a314-f9f00153b09f::span:252:258	a9e0f535-9870-4a7c-a314-f9f00153b09f::span:308:315	-1
04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:3391:3397	04c84f3f-4c1e-43d2-a7e4-7cfd1833f148::span:3336:3342	-1
64f6cead-ac39-4ab1-894c-496407ea0081::span:1628:1631	64f6cead-ac39-4ab1-894c-496407ea0081::span:1612:1615	-1
64f6cead-ac39-4ab1-894c-496407ea0081::span:1628:1631	64f6cead-ac39-4ab1-894c-496407ea0081::span:1548:1552	-1
64f6cead-ac39-4ab1-894c-496407ea0081::span:1628:1631	64f6cead-ac39-4ab1-894c-496407ea0081::span:1621:1625	-1
64f6cead-ac39-4ab1-894c-496407ea0081::span:1612:1615	64f6cead-ac39-4ab1-894c-496407ea0081::span:1548:1552	-1
64f6cead-ac39-4ab1-894c-496407ea0081::span:1612:1615	64f6cead-ac39-4ab1-894c-496407ea0081::span:1621:1625	-1
64f6cead-ac39-4ab1-894c-496407ea0081::span:1548:1552	64f6cead-ac39-4ab1-894c-496407ea0081::span:1621:1625	-1
37149bd8-6033-494d-aefe-b55312a71dc4::span:3502:3512	37149bd8-6033-494d-aefe-b55312a71dc4::span:3444:3454	-1
19bc3777-94a7-4d86-903c-94504c7420df::span:1522:1523	19bc3777-94a7-4d86-903c-94504c7420df::span:1488:1489	-1
19bc3777-94a7-4d86-903c-94504c7420df::span:1522:1523	19bc3777-94a7-4d86-903c-94504c7420df::span:1463:1466	-1
19bc3777-94a7-4d86-903c-94504c7420df::span:1522:1523	19bc3777-94a7-4d86-903c-94504c7420df::span:1438:1444	-1
19bc3777-94a7-4d86-903c-94504c7420df::span:1488:1489	19bc3777-94a7-4d86-903c-94504c7420df::span:1463:1466	-1
19bc3777-94a7-4d86-903c-94504c7420df::span:1488:1489	19bc3777-94a7-4d86-903c-94504c7420df::span:1438:1444	-1
19bc3777-94a7-4d86-903c-94504c7420df::span:1463:1466	19bc3777-94a7-4d86-903c-94504c7420df::span:1438:1444	-1
04e0ec92-e2b0-4abe-be41-9e93da8bcd83::span:2:10	04e0ec92-e2b0-4abe-be41-9e93da8bcd83::span:166:177	-1
d2589e20-bd42-4e20-a8c0-9684cda04f30::span:351:355	d2589e20-bd42-4e20-a8c0-9684cda04f30::span:238:247	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:5638:5646	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:5742:5745	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4907:4912	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4953:4958	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4907:4912	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4879:4888	-1
7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4953:4958	7351f501-5b1f-4c2e-8093-efe3a98d5b8f::span:4879:4888	-1
a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:2895:2911	a9ab5a03-6d39-4a4d-b415-3b5a70631854::span:2880:2889	-1
d2589e20-bd42-4e20-a8c0-9684cda04f30::span:999:1006	d2589e20-bd42-4e20-a8c0-9684cda04f30::span:1049:1058	-1
d2589e20-bd42-4e20-a8c0-9684cda04f30::span:999:1006	d2589e20-bd42-4e20-a8c0-9684cda04f30::span:929:940	-1
d2589e20-bd42-4e20-a8c0-9684cda04f30::span:999:1006	d2589e20-bd42-4e20-a8c0-9684cda04f30::span:1034:1038	-1
